Well,Date,Oil_Calday,Oil_Cum
05-02,6/1/1986,25,88.40
05-02,7/1/1986,23,89.12
05-02,8/1/1986,23,89.85
05-02,9/1/1986,25,90.59
05-02,10/1/1986,24,91.34
05-02,11/1/1986,26,92.12
05-02,12/1/1986,25,92.90
05-02,1/1/1987,28,93.76
05-02,2/1/1987,30,94.60
05-02,3/1/1987,26,95.39
05-02,4/1/1987,23,96.08
05-02,5/1/1987,24,96.83
05-02,6/1/1987,23,97.52
05-02,7/1/1987,22,98.21
05-02,8/1/1987,16,98.69
05-02,9/1/1987,16,99.18
05-02,10/1/1987,19,99.77
05-02,11/1/1987,17,100.28
05-02,12/1/1987,18,100.84
05-02,1/1/1988,18,101.39
05-02,2/1/1988,17,101.89
05-02,3/1/1988,18,102.45
05-02,4/1/1988,18,102.98
05-02,5/1/1988,17,103.51
05-02,6/1/1988,19,104.08
05-02,7/1/1988,19,104.68
05-02,8/1/1988,18,105.25
05-02,9/1/1988,14,105.67
05-02,10/1/1988,13,106.09
05-02,11/1/1988,16,106.57
05-02,12/1/1988,16,107.07
05-02,1/1/1989,11,107.41
05-02,2/1/1989,12,107.74
05-02,3/1/1989,13,108.14
05-02,4/1/1989,11,108.47
05-02,5/1/1989,10,108.77
05-02,6/1/1989,12,109.14
05-02,7/1/1989,11,109.49
05-02,8/1/1989,10,109.81
05-02,9/1/1989,8,110.07
05-02,10/1/1989,10,110.36
05-02,11/1/1989,7,110.58
05-02,12/1/1989,6,110.76
05-02,1/1/1990,6,110.95
05-02,2/1/1990,10,111.22
05-02,3/1/1990,6,111.41
05-02,4/1/1990,8,111.65
05-02,5/1/1990,5,111.81
05-02,6/1/1990,5,111.98
05-02,11/1/1990,5,112.14
05-02,12/1/1990,4,112.26
05-02,1/1/1991,4,112.38
05-02,2/1/1991,4,112.51
05-02,3/1/1991,4,112.63
05-02,4/1/1991,4,112.75
05-02,5/1/1991,4,112.88
05-02,6/1/1991,4,113.00
05-02,7/1/1991,5,113.15
05-02,8/1/1991,3,113.25
05-02,9/1/1991,3,113.35
05-02,10/1/1991,5,113.50
05-02,11/1/1991,5,113.64
05-02,12/1/1991,4,113.78
05-02,1/1/1992,4,113.92
05-02,2/1/1992,5,114.05
05-02,3/1/1992,4,114.19
05-02,4/1/1992,5,114.33
05-02,5/1/1992,4,114.47
05-02,6/1/1992,5,114.60
05-02,8/1/1992,12,114.96
05-02,9/1/1992,10,115.26
05-02,10/1/1992,11,115.59
05-02,11/1/1992,10,115.91
05-02,12/1/1992,9,116.19
05-02,1/1/1993,8,116.43
05-02,2/1/1993,8,116.64
05-02,3/1/1993,7,116.86
05-02,4/1/1993,7,117.05
05-02,5/1/1993,6,117.25
05-02,6/1/1993,5,117.39
05-02,7/1/1993,4,117.52
05-02,8/1/1993,4,117.63
05-02,12/1/1993,14,118.06
05-02,1/1/1994,11,118.40
05-02,2/1/1994,9,118.64
05-02,3/1/1994,20,119.25
05-03,11/1/1990,16,0.49
05-03,12/1/1990,13,0.89
05-03,1/1/1991,35,1.99
05-03,2/1/1991,36,2.99
05-03,3/1/1991,36,4.09
05-03,4/1/1991,33,5.07
05-03,5/1/1991,33,6.09
05-03,6/1/1991,33,7.07
05-03,7/1/1991,29,7.95
05-03,8/1/1991,27,8.78
05-03,9/1/1991,30,9.67
05-03,10/1/1991,29,10.57
05-03,11/1/1991,27,11.37
05-03,12/1/1991,27,12.20
05-03,1/1/1992,25,12.99
05-03,2/1/1992,25,13.71
05-03,3/1/1992,23,14.41
05-03,4/1/1992,22,15.06
05-03,5/1/1992,20,15.70
05-03,6/1/1992,17,16.21
05-03,7/1/1992,20,16.83
05-03,8/1/1992,20,17.43
05-03,9/1/1992,18,17.99
05-03,10/1/1992,18,18.54
05-03,11/1/1992,17,19.05
05-03,12/1/1992,18,19.59
05-03,1/1/1993,17,20.11
05-03,2/1/1993,14,20.50
05-03,3/1/1993,13,20.89
05-03,4/1/1993,11,21.22
05-03,5/1/1993,10,21.54
05-03,6/1/1993,11,21.86
05-03,7/1/1993,10,22.16
05-03,8/1/1993,9,22.44
05-03,9/1/1993,9,22.71
05-03,10/1/1993,9,22.99
05-03,11/1/1993,8,23.24
05-03,12/1/1993,8,23.50
05-03,1/1/1994,8,23.76
05-03,2/1/1994,9,24.03
05-03,3/1/1994,8,24.29
06-02,10/1/1982,44,1.37
06-02,11/1/1982,73,3.57
06-02,12/1/1982,82,6.09
06-02,1/1/1983,43,7.43
06-02,2/1/1983,85,9.81
06-02,3/1/1983,73,12.07
06-02,4/1/1983,62,13.93
06-02,5/1/1983,68,16.04
06-02,6/1/1983,59,17.80
06-02,7/1/1983,59,19.62
06-02,8/1/1983,49,21.14
06-02,9/1/1983,52,22.68
06-02,10/1/1983,53,24.33
06-02,11/1/1983,52,25.88
06-02,12/1/1983,51,27.44
06-02,1/1/1984,48,28.94
06-02,2/1/1984,47,30.30
06-02,3/1/1984,42,31.59
06-02,4/1/1984,51,33.12
06-02,5/1/1984,44,34.50
06-02,6/1/1984,42,35.75
06-02,7/1/1984,30,36.68
06-02,8/1/1984,37,37.82
06-02,9/1/1984,48,39.26
06-02,10/1/1984,42,40.58
06-02,11/1/1984,44,41.90
06-02,12/1/1984,42,43.21
06-02,1/1/1985,42,44.53
06-02,2/1/1985,78,46.72
06-02,3/1/1985,61,48.61
06-02,4/1/1985,55,50.26
06-02,5/1/1985,57,52.02
06-02,6/1/1985,50,53.51
06-02,7/1/1985,46,54.95
06-02,8/1/1985,41,56.23
06-02,9/1/1985,45,57.59
06-02,10/1/1985,58,59.38
06-02,11/1/1985,58,61.13
06-02,12/1/1985,59,62.95
06-02,1/1/1986,50,64.51
06-02,2/1/1986,47,65.81
06-02,3/1/1986,41,67.09
06-02,4/1/1986,43,68.36
06-02,5/1/1986,30,69.31
06-02,6/1/1986,31,70.25
06-02,7/1/1986,30,71.20
06-02,8/1/1986,34,72.26
06-02,9/1/1986,37,73.37
06-02,10/1/1986,32,74.36
06-02,11/1/1986,32,75.33
06-02,12/1/1986,47,76.80
06-02,1/1/1987,47,78.27
06-02,2/1/1987,53,79.74
06-02,3/1/1987,41,81.01
06-02,4/1/1987,38,82.14
06-02,5/1/1987,45,83.53
06-02,6/1/1987,41,84.76
06-02,7/1/1987,41,86.03
06-02,8/1/1987,41,87.29
06-02,9/1/1987,37,88.40
06-02,10/1/1987,29,89.30
06-02,11/1/1987,32,90.26
06-02,12/1/1987,39,91.45
06-02,1/1/1988,30,92.37
06-02,2/1/1988,30,93.24
06-02,3/1/1988,35,94.32
06-02,4/1/1988,38,95.45
06-02,5/1/1988,29,96.35
06-02,6/1/1988,35,97.41
06-02,7/1/1988,32,98.41
06-02,8/1/1988,30,99.33
06-02,9/1/1988,23,100.01
06-02,10/1/1988,28,100.86
06-02,11/1/1988,23,101.56
06-02,12/1/1988,25,102.33
06-02,1/1/1989,25,103.10
06-02,2/1/1989,28,103.89
06-02,3/1/1989,26,104.70
06-02,4/1/1989,28,105.55
06-02,5/1/1989,25,106.31
06-02,6/1/1989,24,107.03
06-02,7/1/1989,24,107.78
06-02,8/1/1989,19,108.38
06-02,9/1/1989,16,108.86
06-02,10/1/1989,17,109.38
06-02,11/1/1989,17,109.90
06-02,12/1/1989,20,110.52
06-02,1/1/1990,17,111.05
06-02,2/1/1990,17,111.52
06-02,3/1/1990,18,112.07
06-02,4/1/1990,14,112.50
06-02,5/1/1990,15,112.96
06-02,6/1/1990,15,113.41
06-02,7/1/1990,14,113.86
06-02,8/1/1990,14,114.31
06-02,9/1/1990,11,114.64
06-02,10/1/1990,8,114.90
06-02,11/1/1990,9,115.16
06-02,1/1/1991,12,115.53
06-02,2/1/1991,17,116.00
06-02,3/1/1991,15,116.46
06-02,4/1/1991,17,116.99
06-02,5/1/1991,16,117.48
06-02,6/1/1991,16,117.98
06-02,7/1/1991,16,118.46
06-02,8/1/1991,16,118.94
06-02,9/1/1991,12,119.32
06-02,10/1/1991,11,119.65
06-02,11/1/1991,7,119.86
06-02,1/1/1992,7,120.07
06-02,2/1/1992,6,120.23
06-02,3/1/1992,5,120.39
06-02,4/1/1992,5,120.56
06-02,5/1/1992,5,120.72
06-02,6/1/1992,5,120.87
06-02,7/1/1992,5,121.02
06-02,8/1/1992,2,121.07
06-02,12/1/1993,5,121.22
06-02,1/1/1994,5,121.37
06-02,2/1/1994,5,121.53
06-02,3/1/1994,5,121.68
06-03,1/1/1982,49,1.51
06-03,2/1/1982,57,3.11
06-03,3/1/1982,52,4.73
06-03,4/1/1982,53,6.31
06-03,5/1/1982,51,7.88
06-03,6/1/1982,45,9.22
06-03,7/1/1982,46,10.64
06-03,8/1/1982,42,11.94
06-03,9/1/1982,50,13.43
06-03,10/1/1982,48,14.92
06-03,11/1/1982,38,16.06
06-03,12/1/1982,40,17.29
06-03,1/1/1983,37,18.45
06-03,2/1/1983,41,19.61
06-03,3/1/1983,37,20.76
06-03,4/1/1983,34,21.78
06-03,5/1/1983,37,22.93
06-03,6/1/1983,47,24.33
06-03,7/1/1983,45,25.72
06-03,8/1/1983,44,27.07
06-03,9/1/1983,47,28.49
06-03,10/1/1983,47,29.95
06-03,11/1/1983,43,31.25
06-03,12/1/1983,49,32.76
06-03,1/1/1984,38,33.94
06-03,2/1/1984,46,35.27
06-03,3/1/1984,50,36.82
06-03,4/1/1984,37,37.92
06-03,5/1/1984,34,38.98
06-03,6/1/1984,48,40.43
06-03,7/1/1984,41,41.70
06-03,8/1/1984,29,42.59
06-03,9/1/1984,30,43.48
06-03,10/1/1984,31,44.43
06-03,11/1/1984,34,45.45
06-03,12/1/1984,30,46.36
06-03,1/1/1985,28,47.23
06-03,2/1/1985,28,48.02
06-03,3/1/1985,22,48.70
06-03,4/1/1985,13,49.10
07-02,11/1/1978,287,8.60
07-02,12/1/1978,401,21.04
07-02,1/1/1979,391,33.16
07-02,2/1/1979,523,47.82
07-02,3/1/1979,364,59.09
07-02,4/1/1979,450,72.60
07-02,5/1/1979,407,85.21
07-02,6/1/1979,403,97.32
07-02,7/1/1979,386,109.28
07-02,8/1/1979,354,120.25
07-02,9/1/1979,332,130.22
07-02,10/1/1979,289,139.19
07-02,11/1/1979,324,148.90
07-02,12/1/1979,247,156.55
07-02,1/1/1980,247,164.19
07-02,3/1/1980,215,170.86
07-02,4/1/1980,242,178.13
07-02,5/1/1980,173,183.49
07-02,6/1/1980,275,191.73
07-02,7/1/1980,266,199.97
07-02,8/1/1980,177,205.46
07-02,9/1/1980,241,212.69
07-02,10/1/1980,184,218.40
07-02,11/1/1980,190,224.12
07-02,12/1/1980,270,232.48
07-02,1/1/1981,173,237.83
07-02,2/1/1981,161,242.35
07-02,3/1/1981,148,246.92
07-02,4/1/1981,133,250.92
07-02,5/1/1981,170,256.20
07-02,6/1/1981,156,260.86
07-02,7/1/1981,151,265.53
07-02,8/1/1981,160,270.50
07-02,9/1/1981,151,275.03
07-02,12/1/1981,146,279.56
07-02,2/1/1982,177,284.53
07-02,3/1/1982,149,289.13
07-02,5/1/1982,118,292.80
07-02,6/1/1982,122,296.46
07-02,7/1/1982,118,300.12
07-02,8/1/1982,100,303.22
07-02,9/1/1982,100,306.22
07-02,10/1/1982,114,309.76
07-02,11/1/1982,118,313.30
07-02,12/1/1982,114,316.84
07-02,1/1/1983,114,320.38
07-02,2/1/1983,126,323.92
07-02,3/1/1983,114,327.46
07-02,4/1/1983,118,331.00
07-02,6/1/1983,118,334.54
07-02,7/1/1983,114,338.08
07-02,8/1/1983,114,341.62
07-02,9/1/1983,79,344.00
07-02,10/1/1983,77,346.38
07-02,11/1/1983,79,348.77
07-02,12/1/1983,77,351.15
07-02,1/1/1984,48,352.63
07-02,2/1/1984,56,354.24
07-02,3/1/1984,52,355.85
07-02,4/1/1984,95,358.70
07-02,5/1/1984,92,361.55
07-02,6/1/1984,88,364.19
07-02,7/1/1984,89,366.96
07-02,8/1/1984,89,369.73
07-02,9/1/1984,76,372.01
07-02,10/1/1984,62,373.94
07-02,11/1/1984,64,375.87
07-02,12/1/1984,62,377.79
07-02,1/1/1985,88,380.53
07-02,2/1/1985,76,382.66
07-02,3/1/1985,56,384.41
07-02,4/1/1985,55,386.06
07-02,5/1/1985,82,388.59
07-02,6/1/1985,85,391.13
07-02,7/1/1985,76,393.48
07-02,8/1/1985,70,395.65
07-02,9/1/1985,73,397.83
07-02,10/1/1985,76,400.17
07-02,11/1/1985,67,402.19
07-02,12/1/1985,51,403.78
07-02,1/1/1986,51,405.37
07-02,2/1/1986,57,406.96
07-02,3/1/1986,51,408.56
07-02,4/1/1986,53,410.15
07-02,5/1/1986,56,411.87
07-02,6/1/1986,54,413.49
07-02,7/1/1986,63,415.45
07-02,8/1/1986,63,417.41
07-02,9/1/1986,65,419.37
07-02,10/1/1986,53,421.01
07-02,11/1/1986,54,422.62
07-02,12/1/1986,52,424.23
07-02,2/1/1987,57,425.84
07-02,3/1/1987,52,427.45
07-02,4/1/1987,68,429.50
07-02,5/1/1987,66,431.55
07-02,6/1/1987,65,433.51
07-02,7/1/1987,44,434.87
07-02,8/1/1987,45,436.26
07-02,9/1/1987,46,437.65
07-02,10/1/1987,30,438.59
07-02,11/1/1987,36,439.67
07-02,12/1/1987,35,440.75
07-02,1/1/1988,36,441.86
07-02,2/1/1988,35,442.86
07-02,3/1/1988,30,443.78
07-02,4/1/1988,34,444.79
07-02,5/1/1988,35,445.88
07-02,6/1/1988,34,446.91
07-02,7/1/1988,31,447.89
07-02,8/1/1988,29,448.80
07-02,9/1/1988,30,449.71
07-02,10/1/1988,29,450.62
07-02,11/1/1988,34,451.63
07-02,12/1/1988,30,452.55
07-02,1/1/1989,29,453.45
07-02,2/1/1989,28,454.25
07-02,3/1/1989,32,455.24
07-02,4/1/1989,32,456.21
07-02,5/1/1989,25,456.99
07-02,6/1/1989,29,457.87
07-02,7/1/1989,31,458.83
07-02,8/1/1989,32,459.83
07-02,9/1/1989,30,460.74
07-02,10/1/1989,32,461.73
07-02,11/1/1989,33,462.73
07-02,12/1/1989,33,463.74
07-02,1/1/1990,29,464.64
07-02,2/1/1990,26,465.37
07-02,3/1/1990,28,466.22
07-02,4/1/1990,28,467.07
07-02,5/1/1990,25,467.84
07-02,6/1/1990,28,468.66
07-02,7/1/1990,27,469.50
07-02,8/1/1990,27,470.33
07-02,9/1/1990,27,471.15
07-02,10/1/1990,27,472.00
07-02,11/1/1990,28,472.85
07-02,12/1/1990,20,473.48
07-02,1/1/1991,25,474.27
07-02,2/1/1991,26,475.00
07-02,3/1/1991,26,475.80
07-02,4/1/1991,27,476.60
07-02,5/1/1991,27,477.43
07-02,6/1/1991,27,478.25
07-02,7/1/1991,27,479.08
07-02,8/1/1991,27,479.91
07-02,9/1/1991,28,480.74
07-02,10/1/1991,16,481.24
07-02,11/1/1991,16,481.73
07-02,12/1/1991,20,482.37
07-02,1/1/1992,19,482.97
07-02,2/1/1992,15,483.40
07-02,3/1/1992,19,483.99
07-02,4/1/1992,19,484.56
07-02,5/1/1992,18,485.12
07-02,6/1/1992,15,485.57
07-02,7/1/1992,36,486.70
07-02,8/1/1992,34,487.75
07-02,9/1/1992,29,488.62
07-02,10/1/1992,27,489.45
07-02,11/1/1992,28,490.29
07-02,12/1/1992,28,491.17
07-02,1/1/1993,24,491.92
07-02,2/1/1993,29,492.74
07-02,3/1/1993,22,493.42
07-02,4/1/1993,19,493.99
07-02,5/1/1993,18,494.54
07-02,6/1/1993,18,495.10
07-02,7/1/1993,21,495.74
07-02,8/1/1993,19,496.34
07-02,9/1/1993,21,496.97
07-02,10/1/1993,21,497.62
07-02,11/1/1993,21,498.24
07-02,12/1/1993,16,498.73
07-02,1/1/1994,16,499.21
07-02,2/1/1994,17,499.69
07-02,3/1/1994,16,500.17
07-03,11/1/1984,84,2.51
07-03,12/1/1984,142,6.92
07-03,1/1/1985,112,10.39
07-03,2/1/1985,203,16.07
07-03,3/1/1985,191,21.99
07-03,4/1/1985,171,27.13
07-03,5/1/1985,238,34.49
07-03,6/1/1985,212,40.87
07-03,7/1/1985,217,47.58
07-03,8/1/1985,206,53.96
07-03,9/1/1985,197,59.87
07-03,10/1/1985,157,64.73
07-03,11/1/1985,175,69.98
07-03,12/1/1985,127,73.90
07-03,1/1/1986,127,77.83
07-03,2/1/1986,163,82.40
07-03,3/1/1986,150,87.04
07-03,4/1/1986,155,91.67
07-03,5/1/1986,150,96.31
07-03,6/1/1986,149,100.80
07-03,7/1/1986,149,105.42
07-03,8/1/1986,151,110.10
07-03,9/1/1986,161,114.92
07-03,10/1/1986,174,120.32
07-03,11/1/1986,168,125.36
07-03,12/1/1986,163,130.43
07-03,1/1/1987,166,135.57
07-03,2/1/1987,162,140.11
07-03,3/1/1987,153,144.86
07-03,4/1/1987,155,149.52
07-03,5/1/1987,177,155.01
07-03,6/1/1987,168,160.04
07-03,7/1/1987,160,165.00
07-03,8/1/1987,158,169.90
07-03,9/1/1987,153,174.48
07-03,10/1/1987,154,179.26
07-03,11/1/1987,143,183.56
07-03,12/1/1987,156,188.39
07-03,1/1/1988,141,192.75
07-03,2/1/1988,141,196.83
07-03,3/1/1988,146,201.35
07-03,4/1/1988,155,206.01
07-03,5/1/1988,158,210.91
07-03,6/1/1988,148,215.34
07-03,7/1/1988,133,219.48
07-03,8/1/1988,138,223.74
07-03,9/1/1988,111,227.06
07-03,10/1/1988,138,231.33
07-03,11/1/1988,135,235.39
07-03,12/1/1988,139,239.69
07-03,1/1/1989,149,244.30
07-03,2/1/1989,149,248.47
07-03,3/1/1989,138,252.75
07-03,4/1/1989,141,256.98
07-03,5/1/1989,128,260.93
07-03,6/1/1989,139,265.12
07-03,7/1/1989,134,269.28
07-03,8/1/1989,134,273.42
07-03,9/1/1989,150,277.93
07-03,10/1/1989,134,282.09
07-03,11/1/1989,134,286.09
07-03,12/1/1989,148,290.69
07-03,1/1/1990,150,295.34
07-03,2/1/1990,145,299.39
07-03,3/1/1990,141,303.76
07-03,4/1/1990,148,308.19
07-03,5/1/1990,150,312.85
07-03,6/1/1990,148,317.30
07-03,7/1/1990,150,321.94
07-03,8/1/1990,145,326.43
07-03,9/1/1990,148,330.88
07-03,10/1/1990,132,334.97
07-03,11/1/1990,122,338.64
07-03,12/1/1990,148,343.22
07-03,1/1/1991,136,347.43
07-03,2/1/1991,127,350.98
07-03,3/1/1991,105,354.23
07-03,4/1/1991,135,358.28
07-03,5/1/1991,130,362.30
07-03,6/1/1991,90,365.01
07-03,7/1/1991,130,369.05
07-03,8/1/1991,126,372.94
07-03,9/1/1991,117,376.45
07-03,10/1/1991,128,380.41
07-03,11/1/1991,142,384.67
07-03,12/1/1991,130,388.70
07-03,1/1/1992,133,392.83
07-03,2/1/1992,127,396.51
07-03,3/1/1992,125,400.39
07-03,4/1/1992,110,403.70
07-03,5/1/1992,124,407.55
07-03,6/1/1992,128,411.40
07-03,7/1/1992,116,414.99
07-03,8/1/1992,119,418.70
07-03,9/1/1992,111,422.02
07-03,10/1/1992,127,425.94
07-03,11/1/1992,111,429.26
07-03,12/1/1992,104,432.49
07-03,1/1/1993,105,435.74
07-03,2/1/1993,100,438.55
07-03,3/1/1993,109,441.92
07-03,4/1/1993,95,444.78
07-03,5/1/1993,104,448.01
07-03,6/1/1993,108,451.24
07-03,7/1/1993,106,454.51
07-03,8/1/1993,101,457.66
07-03,9/1/1993,105,460.80
07-03,10/1/1993,96,463.77
07-03,11/1/1993,98,466.70
07-03,12/1/1993,93,469.57
07-03,1/1/1994,93,472.44
07-03,2/1/1994,102,475.31
07-03,3/1/1994,93,478.17
08-02,10/1/1983,120,3.73
08-02,11/1/1983,259,11.49
08-02,12/1/1983,241,18.95
08-02,2/1/1984,243,26.01
08-02,5/1/1984,215,32.68
08-02,6/1/1984,209,38.95
08-02,7/1/1984,189,44.80
08-02,8/1/1984,179,50.35
08-02,9/1/1984,175,55.60
08-02,10/1/1984,160,60.55
08-02,11/1/1984,158,65.31
08-02,12/1/1984,140,69.66
08-02,2/1/1985,152,73.91
08-02,3/1/1985,116,77.51
08-02,4/1/1985,113,80.91
08-02,5/1/1985,103,84.11
08-02,6/1/1985,100,87.12
08-02,7/1/1985,90,89.92
08-02,8/1/1985,84,92.52
08-02,9/1/1985,82,94.99
08-02,10/1/1985,52,96.61
08-02,11/1/1985,54,98.24
08-02,12/1/1985,53,99.87
08-02,1/1/1986,53,101.50
08-02,2/1/1986,41,102.63
08-02,3/1/1986,30,103.57
08-02,5/1/1986,15,104.02
08-02,9/1/1986,2,104.07
08-03,2/1/1985,13,0.37
08-03,3/1/1985,9,0.66
08-03,4/1/1985,81,3.09
08-03,5/1/1985,127,7.02
08-03,6/1/1985,148,11.47
08-03,7/1/1985,141,15.83
08-03,8/1/1985,129,19.82
08-03,9/1/1985,190,25.53
08-03,10/1/1985,174,30.92
08-03,11/1/1985,191,36.66
08-03,12/1/1985,177,42.14
08-03,1/1/1986,194,48.14
08-03,2/1/1986,197,53.67
08-03,3/1/1986,164,58.74
08-03,4/1/1986,169,63.82
08-03,5/1/1986,201,70.06
08-03,6/1/1986,182,75.53
08-03,7/1/1986,171,80.82
08-03,8/1/1986,187,86.60
08-03,9/1/1986,149,91.07
08-03,10/1/1986,192,97.02
08-03,11/1/1986,196,102.90
08-03,12/1/1986,197,109.00
08-03,1/1/1987,200,115.21
08-03,2/1/1987,200,120.81
08-03,3/1/1987,193,126.80
08-03,4/1/1987,191,132.51
08-03,5/1/1987,180,138.09
08-03,6/1/1987,181,143.51
08-03,7/1/1987,159,148.44
08-03,8/1/1987,132,152.52
08-03,9/1/1987,160,157.33
08-03,10/1/1987,192,163.28
08-03,11/1/1987,199,169.24
08-03,12/1/1987,197,175.37
08-03,1/1/1988,197,181.47
08-03,2/1/1988,194,187.09
08-03,3/1/1988,145,191.57
08-03,4/1/1988,135,195.61
08-03,5/1/1988,123,199.42
08-03,6/1/1988,135,203.47
08-03,7/1/1988,179,209.00
08-03,8/1/1988,183,214.66
08-03,9/1/1988,135,218.71
08-03,10/1/1988,182,224.34
08-03,11/1/1988,180,229.73
08-03,12/1/1988,179,235.29
08-03,1/1/1989,170,240.56
08-03,2/1/1989,175,245.45
08-03,3/1/1989,165,250.56
08-03,4/1/1989,173,255.76
08-03,5/1/1989,170,261.01
08-03,6/1/1989,173,266.20
08-03,7/1/1989,158,271.11
08-03,8/1/1989,160,276.06
08-03,9/1/1989,156,280.74
08-03,10/1/1989,163,285.79
08-03,11/1/1989,166,290.76
08-03,12/1/1989,143,295.20
08-03,1/1/1990,146,299.73
08-03,2/1/1990,154,304.04
08-03,3/1/1990,151,308.72
08-03,4/1/1990,141,312.96
08-03,5/1/1990,155,317.75
08-03,6/1/1990,159,322.52
08-03,7/1/1990,152,327.23
08-03,8/1/1990,155,332.04
08-03,9/1/1990,154,336.65
08-03,10/1/1990,126,340.54
08-03,11/1/1990,131,344.46
08-03,12/1/1990,160,349.43
08-03,1/1/1991,148,354.03
08-03,2/1/1991,149,358.21
08-03,3/1/1991,150,362.84
08-03,4/1/1991,146,367.22
08-03,5/1/1991,139,371.53
08-03,6/1/1991,96,374.41
08-03,7/1/1991,133,378.54
08-03,8/1/1991,135,382.73
08-03,9/1/1991,137,386.84
08-03,10/1/1991,140,391.19
08-03,11/1/1991,127,395.01
08-03,12/1/1991,118,398.66
08-03,1/1/1992,122,402.44
08-03,2/1/1992,120,405.91
08-03,3/1/1992,117,409.53
08-03,4/1/1992,118,413.07
08-03,5/1/1992,121,416.82
08-03,6/1/1992,105,419.96
08-03,7/1/1992,115,423.52
08-03,8/1/1992,111,426.96
08-03,9/1/1992,103,430.06
08-03,10/1/1992,108,433.41
08-03,11/1/1992,123,437.10
08-03,12/1/1992,89,439.88
08-03,1/1/1993,90,442.68
08-03,2/1/1993,93,445.27
08-03,3/1/1993,97,448.29
08-03,4/1/1993,85,450.85
08-03,5/1/1993,97,453.87
08-03,6/1/1993,101,456.89
08-03,7/1/1993,107,460.20
08-03,8/1/1993,101,463.33
08-03,9/1/1993,101,466.36
08-03,10/1/1993,95,469.31
08-03,11/1/1993,102,472.36
08-03,12/1/1993,98,475.39
08-03,1/1/1994,98,478.42
08-03,2/1/1994,108,481.45
08-03,3/1/1994,98,484.49
09-02,1/1/1979,127,3.94
09-02,2/1/1979,129,7.55
09-02,3/1/1979,317,17.37
09-02,4/1/1979,303,26.45
09-02,5/1/1979,293,35.53
09-02,6/1/1979,450,49.02
09-02,7/1/1979,429,62.32
09-02,8/1/1979,429,75.62
09-02,9/1/1979,437,88.74
09-02,10/1/1979,403,101.24
09-02,11/1/1979,316,110.73
09-02,12/1/1979,396,123.00
09-02,1/1/1980,384,134.92
09-02,2/1/1980,358,145.29
09-02,3/1/1980,327,155.41
09-02,4/1/1980,342,165.67
09-02,5/1/1980,331,175.93
09-02,6/1/1980,331,185.87
09-02,7/1/1980,312,195.54
09-02,8/1/1980,195,201.59
09-02,9/1/1980,237,208.69
09-02,10/1/1980,229,215.79
09-02,11/1/1980,237,222.89
09-02,12/1/1980,229,229.99
09-02,1/1/1981,229,237.09
09-02,2/1/1981,254,244.19
09-02,3/1/1981,229,251.29
09-02,4/1/1981,237,258.39
09-02,5/1/1981,229,265.49
09-02,6/1/1981,234,272.52
09-02,7/1/1981,211,279.05
09-02,8/1/1981,217,285.78
09-02,9/1/1981,228,292.62
09-02,12/1/1981,230,299.75
09-02,1/1/1982,236,307.08
09-02,2/1/1982,251,314.11
