Well,Date,Oil_Calday,Oil_Cum
09-02,3/1/1982,224,321.04
09-02,4/1/1982,254,328.67
09-02,5/1/1982,236,336.00
09-02,6/1/1982,234,343.04
09-02,7/1/1982,224,349.97
09-02,10/1/1982,217,356.70
09-02,3/1/1983,214,363.33
09-02,4/1/1983,208,369.56
09-02,5/1/1983,191,375.49
09-02,6/1/1983,191,381.22
09-02,10/1/1983,182,386.85
09-02,11/1/1983,184,392.39
09-02,12/1/1983,175,397.81
09-02,1/1/1984,175,403.24
09-02,2/1/1984,187,408.66
09-02,3/1/1984,188,414.48
09-02,4/1/1984,165,419.42
09-02,5/1/1984,135,423.60
09-02,7/1/1984,150,428.26
09-02,8/1/1984,139,432.58
09-02,9/1/1984,144,436.89
09-02,10/1/1984,139,441.21
09-02,11/1/1984,144,445.53
09-02,12/1/1984,165,450.65
09-02,1/1/1985,128,454.63
09-02,2/1/1985,142,458.60
09-02,3/1/1985,128,462.58
09-02,4/1/1985,163,467.46
09-02,5/1/1985,158,472.35
09-02,6/1/1985,107,475.55
09-02,7/1/1985,103,478.76
09-02,8/1/1985,103,481.96
09-02,9/1/1985,93,484.75
09-02,10/1/1985,90,487.53
09-02,11/1/1985,114,490.94
09-02,12/1/1985,108,494.29
09-02,1/1/1986,70,496.45
09-02,2/1/1986,105,499.38
09-02,3/1/1986,94,502.31
09-02,4/1/1986,98,505.23
09-02,5/1/1986,94,508.16
09-02,6/1/1986,98,511.09
09-02,7/1/1986,94,514.02
09-02,8/1/1986,85,516.66
09-02,9/1/1986,120,520.25
09-02,10/1/1986,81,522.76
09-02,11/1/1986,83,525.26
09-02,12/1/1986,93,528.15
09-02,1/1/1987,85,530.78
09-02,2/1/1987,94,533.42
09-02,3/1/1987,85,536.05
09-02,4/1/1987,88,538.68
09-02,5/1/1987,82,541.23
09-02,6/1/1987,85,543.77
09-02,7/1/1987,82,546.32
09-02,8/1/1987,82,548.86
09-02,9/1/1987,64,550.79
09-02,10/1/1987,62,552.72
09-02,11/1/1987,64,554.64
09-02,12/1/1987,62,556.57
09-02,1/1/1988,62,558.50
09-02,2/1/1988,66,560.43
09-02,3/1/1988,40,561.67
09-02,4/1/1988,41,562.91
09-02,5/1/1988,45,564.30
09-02,6/1/1988,46,565.68
09-02,7/1/1988,45,567.07
09-02,8/1/1988,51,568.65
09-02,9/1/1988,53,570.24
09-02,10/1/1988,47,571.69
09-02,11/1/1988,45,573.05
09-02,12/1/1988,44,574.40
09-02,1/1/1989,40,575.65
09-02,2/1/1989,49,577.01
09-02,3/1/1989,45,578.39
09-02,4/1/1989,46,579.78
09-02,5/1/1989,44,581.15
09-02,6/1/1989,43,582.45
09-02,7/1/1989,40,583.69
09-02,8/1/1989,41,584.97
09-02,9/1/1989,40,586.16
09-02,10/1/1989,36,587.29
09-02,11/1/1989,38,588.42
09-02,12/1/1989,42,589.71
09-02,1/1/1990,42,591.00
09-02,2/1/1990,44,592.23
09-02,3/1/1990,35,593.32
09-02,4/1/1990,36,594.40
09-02,5/1/1990,38,595.57
09-02,6/1/1990,39,596.75
09-02,7/1/1990,41,598.01
09-02,8/1/1990,41,599.26
09-02,9/1/1990,49,600.75
09-02,10/1/1990,43,602.07
09-02,11/1/1990,45,603.41
09-02,12/1/1990,50,604.97
09-02,1/1/1991,46,606.41
09-02,2/1/1991,45,607.66
09-02,3/1/1991,46,609.08
09-02,4/1/1991,44,610.40
09-02,5/1/1991,44,611.77
09-02,6/1/1991,46,613.14
09-02,7/1/1991,42,614.44
09-02,8/1/1991,39,615.65
09-02,9/1/1991,38,616.80
09-02,10/1/1991,37,617.94
09-02,11/1/1991,38,619.07
09-02,12/1/1991,38,620.23
09-02,1/1/1992,35,621.31
09-02,2/1/1992,35,622.33
09-02,3/1/1992,34,623.38
09-02,4/1/1992,35,624.43
09-02,5/1/1992,34,625.49
09-02,6/1/1992,26,626.27
09-02,7/1/1992,32,627.26
09-02,8/1/1992,31,628.22
09-02,9/1/1992,30,629.11
09-02,10/1/1992,31,630.08
09-02,11/1/1992,32,631.05
09-02,12/1/1992,26,631.86
09-02,1/1/1993,30,632.78
09-02,2/1/1993,31,633.65
09-02,3/1/1993,29,634.56
09-02,4/1/1993,29,635.44
09-02,5/1/1993,30,636.37
09-02,6/1/1993,31,637.30
09-02,7/1/1993,31,638.26
09-02,8/1/1993,29,639.15
09-02,9/1/1993,31,640.09
09-02,10/1/1993,25,640.87
09-02,11/1/1993,26,641.65
09-02,12/1/1993,25,642.42
09-02,1/1/1994,25,643.18
09-02,2/1/1994,27,643.94
09-02,3/1/1994,25,644.70
09-03,6/1/1981,57,1.71
09-03,7/1/1981,74,4.00
09-03,8/1/1981,67,6.07
09-03,9/1/1981,113,9.47
09-03,10/1/1981,166,14.60
09-03,11/1/1981,148,19.05
09-03,12/1/1981,160,24.01
09-03,1/1/1982,158,28.91
09-03,2/1/1982,189,34.20
09-03,3/1/1982,185,39.93
09-03,4/1/1982,118,43.49
09-03,5/1/1982,169,48.74
09-03,6/1/1982,152,53.31
09-03,7/1/1982,129,57.32
09-03,8/1/1982,120,61.04
09-03,9/1/1982,163,65.92
09-03,10/1/1982,153,70.66
09-03,11/1/1982,130,74.56
09-03,12/1/1982,131,78.64
09-03,1/1/1983,112,82.12
09-03,2/1/1983,148,86.27
09-03,3/1/1983,141,90.63
09-03,4/1/1983,137,94.74
09-03,5/1/1983,124,98.60
09-03,6/1/1983,102,101.65
09-03,7/1/1983,121,105.42
09-03,8/1/1983,121,109.16
09-03,9/1/1983,82,111.60
09-03,10/1/1983,79,114.05
09-03,11/1/1983,121,117.69
09-03,12/1/1983,122,121.49
09-03,1/1/1984,115,125.05
09-03,2/1/1984,119,128.49
09-03,3/1/1984,56,130.24
09-03,4/1/1984,56,131.91
09-03,5/1/1984,48,133.40
09-03,6/1/1984,55,135.05
09-03,7/1/1984,45,136.45
09-03,8/1/1984,39,137.66
09-03,9/1/1984,40,138.87
09-03,10/1/1984,47,140.33
09-03,11/1/1984,49,141.78
09-03,12/1/1984,47,143.24
09-03,1/1/1985,47,144.70
09-03,2/1/1985,41,145.85
09-03,3/1/1985,74,148.16
09-03,4/1/1985,77,150.46
09-03,5/1/1985,74,152.77
09-03,6/1/1985,77,155.08
09-03,7/1/1985,91,157.89
09-03,8/1/1985,91,160.73
09-03,9/1/1985,94,163.56
09-03,10/1/1985,91,166.39
09-03,11/1/1985,92,169.17
09-03,12/1/1985,96,172.15
09-03,1/1/1986,89,174.90
09-03,2/1/1986,105,177.84
09-03,3/1/1986,103,181.03
09-03,4/1/1986,71,183.15
09-03,5/1/1986,83,185.72
09-03,6/1/1986,75,187.98
09-03,7/1/1986,73,190.23
09-03,8/1/1986,73,192.48
09-03,9/1/1986,80,194.88
09-03,12/1/1986,86,197.54
09-03,1/1/1987,86,200.21
09-03,2/1/1987,79,202.42
09-03,3/1/1987,71,204.63
09-03,4/1/1987,74,206.84
09-03,5/1/1987,64,208.81
09-03,6/1/1987,73,211.00
09-03,7/1/1987,73,213.25
09-03,8/1/1987,80,215.72
09-03,9/1/1987,82,218.18
09-03,10/1/1987,79,220.63
09-03,11/1/1987,52,222.20
09-03,12/1/1987,51,223.76
09-03,1/1/1988,51,225.33
09-03,2/1/1988,44,226.60
09-03,4/1/1988,21,227.24
09-03,5/1/1988,21,227.87
09-03,6/1/1988,29,228.73
09-03,7/1/1988,32,229.73
09-03,8/1/1988,32,230.73
09-03,9/1/1988,32,231.70
09-03,10/1/1988,34,232.76
09-03,11/1/1988,32,233.71
09-03,12/1/1988,3,233.80
09-03,3/1/1990,22,234.49
09-03,4/1/1990,23,235.18
09-03,6/1/1990,6,235.37
09-03,11/1/1990,7,235.59
09-04,10/1/1984,18,0.56
09-04,11/1/1984,255,8.21
09-04,12/1/1984,243,15.75
09-04,1/1/1985,240,23.20
09-04,2/1/1985,259,30.45
09-04,3/1/1985,224,37.40
09-04,4/1/1985,225,44.14
09-04,5/1/1985,208,50.59
09-04,6/1/1985,198,56.54
09-04,7/1/1985,179,62.08
09-04,8/1/1985,185,67.83
09-04,9/1/1985,185,73.38
09-04,10/1/1985,174,78.77
09-04,11/1/1985,175,84.01
09-04,12/1/1985,166,89.16
09-04,1/1/1986,164,94.24
09-04,2/1/1986,139,98.13
09-04,3/1/1986,183,103.81
09-04,4/1/1986,172,108.98
09-04,5/1/1986,178,114.49
09-04,6/1/1986,155,119.15
09-04,7/1/1986,143,123.58
09-04,8/1/1986,152,128.29
09-04,9/1/1986,149,132.77
09-04,10/1/1986,141,137.15
09-04,11/1/1986,143,141.43
09-04,12/1/1986,135,145.61
09-04,1/1/1987,129,149.62
09-04,3/1/1987,126,153.53
09-04,4/1/1987,127,157.35
09-04,5/1/1987,121,161.09
09-04,6/1/1987,125,164.82
09-04,7/1/1987,121,168.56
09-04,8/1/1987,95,171.51
09-04,9/1/1987,98,174.45
09-04,10/1/1987,110,177.87
09-04,11/1/1987,108,181.11
09-04,1/1/1988,101,184.24
09-04,2/1/1988,108,187.38
09-04,3/1/1988,98,190.42
09-04,4/1/1988,98,193.36
09-04,5/1/1988,92,196.22
09-04,6/1/1988,94,199.04
09-04,7/1/1988,84,201.66
09-04,8/1/1988,84,204.27
09-04,9/1/1988,55,205.92
09-04,10/1/1988,71,208.11
09-04,11/1/1988,59,209.88
09-04,12/1/1988,72,212.11
09-04,1/1/1989,89,214.86
09-04,2/1/1989,98,217.62
09-04,3/1/1989,89,220.37
09-04,4/1/1989,57,222.09
09-04,5/1/1989,56,223.81
09-04,6/1/1989,66,225.79
09-04,7/1/1989,64,227.76
09-04,8/1/1989,84,230.38
09-04,9/1/1989,91,233.10
09-04,10/1/1989,87,235.78
09-04,11/1/1989,95,238.64
09-04,12/1/1989,91,241.46
09-04,1/1/1990,111,244.91
09-04,2/1/1990,122,248.31
09-04,3/1/1990,110,251.71
09-04,4/1/1990,109,254.98
09-04,5/1/1990,83,257.56
09-04,6/1/1990,92,260.32
09-04,7/1/1990,89,263.09
09-04,8/1/1990,85,265.72
09-04,9/1/1990,109,268.97
09-04,10/1/1990,118,272.63
09-04,11/1/1990,100,275.65
09-04,12/1/1990,117,279.27
09-04,1/1/1991,109,282.64
09-04,2/1/1991,108,285.66
09-04,3/1/1991,97,288.68
09-04,4/1/1991,85,291.24
09-04,5/1/1991,78,293.66
09-04,6/1/1991,107,296.88
09-04,7/1/1991,107,300.19
09-04,8/1/1991,86,302.86
09-04,9/1/1991,92,305.62
09-04,10/1/1991,100,308.73
09-04,11/1/1991,86,311.31
09-04,12/1/1991,98,314.34
09-04,1/1/1992,100,317.44
09-04,2/1/1992,91,320.08
09-04,3/1/1992,99,323.16
09-04,4/1/1992,84,325.67
09-04,5/1/1992,74,327.97
09-04,6/1/1992,84,330.48
09-04,7/1/1992,86,333.13
09-04,8/1/1992,90,335.92
09-04,9/1/1992,87,338.54
09-04,10/1/1992,90,341.32
09-04,11/1/1992,84,343.83
09-04,12/1/1992,80,346.32
09-04,1/1/1993,77,348.72
09-04,2/1/1993,84,351.08
09-04,3/1/1993,68,353.20
09-04,4/1/1993,67,355.22
09-04,5/1/1993,62,357.15
09-04,6/1/1993,64,359.08
09-04,7/1/1993,64,361.07
09-04,8/1/1993,61,362.96
09-04,9/1/1993,61,364.78
09-04,10/1/1993,52,366.40
09-04,11/1/1993,68,368.46
09-04,12/1/1993,62,370.38
09-04,1/1/1994,59,372.21
09-04,2/1/1994,55,373.74
09-04,3/1/1994,49,375.27
10-02,9/1/1979,703,21.08
10-02,10/1/1979,948,50.45
10-02,11/1/1979,946,78.84
10-02,12/1/1979,898,106.67
10-02,1/1/1980,898,134.50
10-02,2/1/1980,883,160.10
10-02,3/1/1980,782,184.34
10-02,4/1/1980,798,208.28
10-02,5/1/1980,637,228.02
10-02,6/1/1980,613,246.40
10-02,7/1/1980,561,263.78
10-02,8/1/1980,561,281.16
10-02,9/1/1980,546,297.55
10-02,10/1/1980,496,312.93
10-02,11/1/1980,513,328.31
10-02,12/1/1980,464,342.70
10-02,1/1/1981,432,356.08
10-02,2/1/1981,442,368.46
10-02,3/1/1981,367,379.85
10-02,5/1/1981,367,391.23
10-02,6/1/1981,379,402.61
10-02,7/1/1981,367,413.99
10-02,9/1/1981,379,425.38
10-02,11/1/1981,366,436.36
10-02,12/1/1981,354,447.34
10-02,1/1/1982,354,458.32
10-02,2/1/1982,392,469.30
10-02,3/1/1982,354,480.28
10-02,4/1/1982,366,491.26
10-02,5/1/1982,354,502.24
10-02,6/1/1982,366,513.22
10-02,7/1/1982,354,524.20
10-02,8/1/1982,333,534.52
10-02,9/1/1982,362,545.38
10-02,10/1/1982,389,557.44
10-02,11/1/1982,326,567.22
10-02,12/1/1982,290,576.20
10-02,2/1/1983,321,585.17
10-02,4/1/1983,299,594.15
10-02,5/1/1983,392,606.31
10-02,6/1/1983,355,616.96
10-02,7/1/1983,359,628.07
10-02,8/1/1983,315,637.83
10-02,9/1/1983,278,646.19
10-02,10/1/1983,338,656.65
10-02,11/1/1983,340,666.84
10-02,12/1/1983,334,677.20
10-02,1/1/1984,298,686.45
10-02,2/1/1984,311,695.47
10-02,3/1/1984,264,703.67
10-02,4/1/1984,287,712.29
10-02,5/1/1984,297,721.51
10-02,6/1/1984,313,730.90
10-02,7/1/1984,288,739.84
10-02,8/1/1984,232,747.03
10-02,9/1/1984,292,755.81
10-02,10/1/1984,285,764.65
10-02,11/1/1984,288,773.28
10-02,12/1/1984,278,781.91
10-02,1/1/1985,270,790.26
10-02,2/1/1985,298,798.62
10-02,3/1/1985,251,806.39
10-02,4/1/1985,271,814.52
10-02,5/1/1985,260,822.57
10-02,6/1/1985,280,830.98
10-02,7/1/1985,259,839.01
10-02,8/1/1985,218,845.78
10-02,9/1/1985,250,853.28
10-02,10/1/1985,242,860.79
10-02,11/1/1985,186,866.37
10-02,12/1/1985,173,871.73
10-02,1/1/1986,173,877.08
10-02,2/1/1986,191,882.43
10-02,3/1/1986,173,887.78
10-02,4/1/1986,178,893.13
10-02,5/1/1986,120,896.84
10-02,6/1/1986,201,902.88
10-02,7/1/1986,189,908.72
10-02,8/1/1986,189,914.57
10-02,9/1/1986,205,920.71
10-02,10/1/1986,150,925.35
10-02,11/1/1986,169,930.43
10-02,12/1/1986,122,934.20
10-02,2/1/1987,135,937.97
10-02,3/1/1987,150,942.63
10-02,4/1/1987,155,947.30
10-02,5/1/1987,150,951.96
10-02,6/1/1987,209,958.24
10-02,7/1/1987,192,964.19
10-02,8/1/1987,202,970.46
10-02,9/1/1987,198,976.40
10-02,10/1/1987,198,982.54
10-02,11/1/1987,163,987.45
10-02,12/1/1987,129,991.43
10-02,1/1/1988,135,995.60
10-02,2/1/1988,144,999.77
10-02,3/1/1988,126,1003.67
10-02,4/1/1988,139,1007.83
10-02,5/1/1988,135,1012.03
10-02,6/1/1988,136,1016.11
10-02,7/1/1988,133,1020.25
10-02,8/1/1988,122,1024.03
10-02,9/1/1988,117,1027.54
10-02,10/1/1988,126,1031.45
10-02,11/1/1988,124,1035.16
10-02,12/1/1988,122,1038.93
10-02,1/1/1989,127,1042.87
10-02,2/1/1989,123,1046.30
10-02,3/1/1989,125,1050.16
10-02,4/1/1989,123,1053.86
10-02,5/1/1989,120,1057.58
10-02,6/1/1989,125,1061.33
10-02,7/1/1989,127,1065.26
10-02,8/1/1989,124,1069.11
10-02,9/1/1989,123,1072.79
10-02,10/1/1989,133,1076.92
10-02,11/1/1989,128,1080.77
10-02,12/1/1989,124,1084.60
10-02,1/1/1990,129,1088.61
10-02,2/1/1990,122,1092.02
10-02,3/1/1990,118,1095.68
10-02,4/1/1990,115,1099.13
10-02,5/1/1990,127,1103.08
10-02,6/1/1990,112,1106.44
10-02,7/1/1990,117,1110.06
10-02,8/1/1990,118,1113.72
10-02,9/1/1990,127,1117.54
10-02,10/1/1990,123,1121.36
10-02,11/1/1990,116,1124.85
10-02,12/1/1990,108,1128.20
10-02,1/1/1991,101,1131.33
10-02,2/1/1991,124,1134.80
10-02,3/1/1991,122,1138.58
10-02,4/1/1991,120,1142.18
10-02,5/1/1991,124,1146.03
10-02,6/1/1991,128,1149.87
10-02,7/1/1991,113,1153.37
10-02,8/1/1991,113,1156.88
10-02,9/1/1991,113,1160.25
10-02,10/1/1991,120,1163.96
10-02,11/1/1991,115,1167.42
10-02,12/1/1991,102,1170.58
10-02,1/1/1992,103,1173.78
10-02,2/1/1992,104,1176.81
10-02,3/1/1992,104,1180.03
10-02,4/1/1992,107,1183.24
10-02,5/1/1992,114,1186.78
10-02,6/1/1992,118,1190.31
10-02,7/1/1992,98,1193.34
10-02,8/1/1992,98,1196.37
10-02,9/1/1992,100,1199.37
10-02,10/1/1992,114,1202.92
10-02,11/1/1992,116,1206.40
10-02,12/1/1992,103,1209.60
10-02,1/1/1993,102,1212.75
10-02,2/1/1993,98,1215.49
10-02,3/1/1993,96,1218.46
10-02,4/1/1993,94,1221.28
10-02,5/1/1993,94,1224.20
10-02,6/1/1993,77,1226.50
10-02,7/1/1993,87,1229.20
10-02,8/1/1993,91,1232.02
10-02,9/1/1993,71,1234.16
10-02,10/1/1993,85,1236.80
10-02,11/1/1993,80,1239.20
10-02,12/1/1993,75,1241.51
10-02,1/1/1994,75,1243.82
10-02,2/1/1994,83,1246.14
10-02,3/1/1994,71,1248.35
10-03,12/1/1984,9,0.27
10-03,1/1/1985,12,0.65
10-03,2/1/1985,41,1.79
10-03,3/1/1985,24,2.52
10-03,4/1/1985,57,4.22
10-03,5/1/1985,53,5.85
10-03,6/1/1985,75,8.10
10-03,7/1/1985,73,10.36
10-03,8/1/1985,84,12.97
10-03,9/1/1985,94,15.80
10-03,10/1/1985,70,17.95
10-03,11/1/1985,83,20.43
10-03,12/1/1985,80,22.91
10-03,1/1/1986,80,25.40
10-03,2/1/1986,54,26.91
10-03,3/1/1986,63,28.86
10-03,4/1/1986,65,30.81
10-03,5/1/1986,67,32.90
10-03,6/1/1986,70,34.99
10-03,7/1/1986,69,37.14
10-03,8/1/1986,73,39.40
10-03,9/1/1986,60,41.20
10-03,10/1/1986,71,43.39
10-03,11/1/1986,75,45.64
10-03,12/1/1986,71,47.85
10-03,1/1/1987,80,50.33
10-03,2/1/1987,89,52.81
10-03,3/1/1987,74,55.10
10-03,4/1/1987,70,57.21
10-03,5/1/1987,68,59.33
10-03,6/1/1987,60,61.13
10-03,7/1/1987,72,63.36
10-03,8/1/1987,67,65.44
10-03,9/1/1987,46,66.83
10-03,10/1/1987,56,68.55
10-03,11/1/1987,60,70.34
10-03,12/1/1987,58,72.14
10-03,1/1/1988,56,73.86
10-03,2/1/1988,55,75.46
10-03,3/1/1988,40,76.71
10-03,4/1/1988,46,78.09
10-03,5/1/1988,32,79.10
10-03,6/1/1988,33,80.08
10-03,7/1/1988,36,81.20
10-03,8/1/1988,43,82.55
10-03,9/1/1988,45,83.90
10-03,10/1/1988,46,85.32
10-03,11/1/1988,45,86.68
10-03,12/1/1988,45,88.08
10-03,1/1/1989,46,89.51
10-03,2/1/1989,50,90.91
10-03,3/1/1989,47,92.36
10-03,4/1/1989,51,93.90
10-03,5/1/1989,50,95.44
10-03,6/1/1989,46,96.82
10-03,7/1/1989,46,98.23
10-03,8/1/1989,44,99.59
10-03,9/1/1989,38,100.72
10-03,10/1/1989,38,101.91
10-03,11/1/1989,41,103.15
10-03,12/1/1989,44,104.51
10-03,1/1/1990,34,105.58
10-03,2/1/1990,43,106.79
10-03,3/1/1990,38,107.96
10-03,4/1/1990,36,109.04
10-03,5/1/1990,42,110.34
10-03,6/1/1990,43,111.64
10-03,7/1/1990,43,112.95
10-03,8/1/1990,39,114.17
10-03,9/1/1990,31,115.10
10-03,10/1/1990,31,116.06
10-03,11/1/1990,28,116.90
10-03,12/1/1990,27,117.73
10-03,1/1/1991,36,118.85
10-03,2/1/1991,33,119.77
10-03,3/1/1991,37,120.92
10-03,4/1/1991,38,122.05
10-03,5/1/1991,37,123.19
10-03,6/1/1991,28,124.04
10-03,7/1/1991,39,125.25
10-03,8/1/1991,36,126.37
10-03,9/1/1991,31,127.28
10-03,10/1/1991,31,128.23
10-03,11/1/1991,28,129.08
10-03,12/1/1991,27,129.92
10-03,1/1/1992,35,131.02
10-03,2/1/1992,33,131.98
10-03,3/1/1992,32,132.97
10-03,4/1/1992,33,133.96
10-03,5/1/1992,29,134.87
10-03,6/1/1992,23,135.57
10-03,7/1/1992,27,136.42
10-03,8/1/1992,25,137.20
10-03,9/1/1992,24,137.93
10-03,10/1/1992,29,138.83
10-03,11/1/1992,37,139.94
10-03,12/1/1992,40,141.16
10-03,1/1/1993,39,142.36
10-03,2/1/1993,37,143.39
10-03,3/1/1993,34,144.46
10-03,4/1/1993,35,145.50
10-03,5/1/1993,34,146.56
10-03,6/1/1993,35,147.62
10-03,7/1/1993,35,148.71
10-03,8/1/1993,33,149.73
10-03,9/1/1993,34,150.74
10-03,10/1/1993,32,151.74
10-03,11/1/1993,35,152.78
10-03,12/1/1993,32,153.78
10-03,1/1/1994,32,154.78
10-03,2/1/1994,36,155.77
10-03,3/1/1994,32,156.77
11-02,10/1/1983,183,5.67
11-02,11/1/1983,168,10.71
11-02,12/1/1983,148,15.30
11-02,1/1/1984,126,19.21
11-02,4/1/1984,113,22.59
11-02,5/1/1984,88,25.32
11-02,6/1/1984,91,28.05
11-02,7/1/1984,88,30.78
11-02,8/1/1984,88,33.50
11-02,1/1/1985,153,38.23
11-02,2/1/1985,162,42.76
11-02,3/1/1985,142,47.16
11-02,4/1/1985,143,51.46
11-02,5/1/1985,134,55.62
11-02,6/1/1985,136,59.69
11-02,7/1/1985,128,63.66
11-02,8/1/1985,116,67.24
11-02,9/1/1985,119,70.83
11-02,10/1/1985,111,74.27
11-02,11/1/1985,80,76.67
11-02,12/1/1985,77,79.07
11-02,1/1/1986,77,81.47
11-02,2/1/1986,86,83.87
11-02,3/1/1986,77,86.27
11-02,4/1/1986,80,88.67
11-02,5/1/1986,68,90.77
11-02,6/1/1986,94,93.60
11-02,7/1/1986,89,96.35
11-02,8/1/1986,89,99.11
11-02,9/1/1986,109,102.38
11-02,10/1/1986,79,104.84
11-02,11/1/1986,100,107.83
11-02,12/1/1986,70,109.99
11-02,1/1/1987,76,112.35
11-02,2/1/1987,87,114.78
11-02,3/1/1987,79,117.21
11-02,4/1/1987,100,120.21
11-02,5/1/1987,97,123.22
11-02,6/1/1987,87,125.83
11-02,7/1/1987,90,128.61
11-02,8/1/1987,63,130.58
11-02,9/1/1987,81,133.00
11-02,10/1/1987,75,135.34
11-02,11/1/1987,59,137.10
11-02,12/1/1987,50,138.67
11-02,1/1/1988,57,140.42
11-02,2/1/1988,51,141.89
11-02,3/1/1988,55,143.60
11-02,4/1/1988,58,145.33
11-02,5/1/1988,56,147.07
11-02,6/1/1988,52,148.64
11-02,7/1/1988,52,150.24
11-02,8/1/1988,51,151.81
11-02,9/1/1988,48,153.25
11-02,10/1/1988,53,154.88
11-02,11/1/1988,53,156.46
11-02,12/1/1988,52,158.08
11-02,1/1/1989,53,159.72
11-02,2/1/1989,55,161.25
11-02,3/1/1989,56,162.98
11-02,4/1/1989,59,164.74
11-02,5/1/1989,56,166.48
11-02,6/1/1989,57,168.18
11-02,7/1/1989,55,169.90
11-02,8/1/1989,56,171.64
11-02,9/1/1989,54,173.28
11-02,10/1/1989,57,175.05
11-02,11/1/1989,53,176.66
11-02,12/1/1989,55,178.36
11-02,1/1/1990,54,180.03
11-02,2/1/1990,55,181.57
11-02,3/1/1990,53,183.21
11-02,4/1/1990,53,184.80
11-02,5/1/1990,42,186.10
11-02,6/1/1990,43,187.40
11-02,7/1/1990,49,188.90
11-02,8/1/1990,47,190.35
11-02,9/1/1990,48,191.79
11-02,10/1/1990,49,193.31
11-02,11/1/1990,44,194.63
11-02,12/1/1990,40,195.86
11-02,1/1/1991,37,197.02
11-02,2/1/1991,46,198.32
11-02,3/1/1991,39,199.53
11-02,4/1/1991,40,200.75
11-02,5/1/1991,46,202.19
11-02,6/1/1991,48,203.63
11-02,7/1/1991,44,204.98
11-02,8/1/1991,44,206.33
11-02,9/1/1991,38,207.48
11-02,10/1/1991,37,208.63
11-02,11/1/1991,38,209.78
11-02,12/1/1991,37,210.92
11-02,1/1/1992,39,212.12
11-02,2/1/1992,37,213.19
11-02,3/1/1992,41,214.46
11-02,4/1/1992,39,215.63
11-02,5/1/1992,38,216.81
11-02,6/1/1992,39,217.99
11-02,7/1/1992,42,219.29
11-02,8/1/1992,41,220.57
11-02,9/1/1992,44,221.90
11-02,10/1/1992,42,223.19
11-02,11/1/1992,43,224.49
11-02,12/1/1992,45,225.88
11-02,1/1/1993,42,227.19
11-02,2/1/1993,58,228.82
11-02,3/1/1993,52,230.44
11-02,4/1/1993,48,231.89
11-02,5/1/1993,46,233.31
11-02,6/1/1993,47,234.73
11-02,7/1/1993,45,236.12
11-02,8/1/1993,48,237.60
11-02,9/1/1993,38,238.74
11-02,10/1/1993,41,240.02
11-02,11/1/1993,44,241.33
11-02,12/1/1993,41,242.59
11-02,1/1/1994,41,243.85
11-02,2/1/1994,45,245.10
11-02,3/1/1994,41,246.36
11-03,1/1/1979,110,3.40
11-03,2/1/1979,104,6.31
11-03,3/1/1979,101,9.46
11-03,4/1/1979,87,12.06
